Earning_ID,Driver_ID,Year,Month,Month_Name,Total_Trips,Trip_Earnings_SAR,Incentives_SAR,Surge_Earnings_SAR,Tips_SAR,Uber_Commission_SAR,VAT_SAR,Net_Earnings_SAR,Hours_Online,Average_Rating,Cancellation_Rate,Active_Days
ERN00000205,DRV00004,2024,1,January,171,3351.45,629.39,676.27,462.78,1006.93,604.16,3508.8,245.3,4.06,0.04,11
ERN00000206,DRV00004,2024,2,February,86,3215.27,507.76,298.02,344.41,878.32,526.99,2960.15,85.4,3.92,0.13,10
ERN00000207,DRV00004,2024,3,March,100,3686.04,251.96,330.91,246.83,1004.24,602.54,2908.96,103.2,4.38,0.08,13
ERN00000208,DRV00004,2024,4,April,232,6347.9,918.73,991.3,17.3,1834.8,1100.88,5339.55,253.9,4.59,0.06,30
ERN00000209,DRV00004,2024,5,May,262,7390.34,441.7,1647.38,925.79,2259.43,1355.66,6790.12,390.8,4.27,0.14,30
ERN00000210,DRV00004,2024,6,June,191,4052.51,329.06,825.32,471.81,1219.46,731.67,3727.57,244,4.22,0.13,10
ERN00000211,DRV00004,2024,7,July,260,4946.41,637.86,830.51,1011.52,1444.23,866.54,5115.53,278.4,4.83,0.08,29
ERN00000212,DRV00004,2024,8,August,232,7432.03,1007.57,1623.02,398.98,2263.76,1358.26,6839.58,227.7,4.78,0.1,12
ERN00000213,DRV00004,2024,9,September,229,4189.07,626.07,253.67,638.91,1110.68,666.41,3930.63,275.7,4.79,0.04,18
ERN00000214,DRV00004,2024,10,October,251,6095.68,1125.47,1208.3,376.48,1826,1095.6,5884.33,372.7,4.94,0.02,19
ERN00000215,DRV00004,2024,11,November,235,9347.06,1290.74,917.93,1003.58,2566.25,1539.75,8453.31,218.7,4.62,0.08,23
ERN00000216,DRV00004,2024,12,December,262,7363.65,981.37,1473.53,877.37,2209.3,1325.58,7161.04,214.3,4.77,0.1,18
ERN00000217,DRV00004,2025,1,January,138,4006.61,634.6,327.66,115.53,1083.57,650.14,3350.69,138.3,4.24,0.15,15
ERN00000218,DRV00004,2025,2,February,183,6137.07,1037.49,339.46,217.39,1619.13,971.48,5140.8,232.6,4.75,0.07,29
ERN00000219,DRV00004,2025,3,March,101,2176.91,150.28,432.96,195.14,652.47,391.48,1911.34,135.6,4.32,0.08,22
ERN00000220,DRV00004,2025,4,April,121,5026.26,642.67,1184.9,579.46,1552.79,931.67,4948.83,123.5,3.92,0.03,21
ERN00000221,DRV00004,2025,5,May,38,746.72,56.96,125.79,152.86,218.13,130.88,733.32,54.3,4.01,0.1,13
ERN00000222,DRV00004,2025,6,June,175,4097.53,521.26,595.34,164.9,1173.22,703.93,3501.88,183.9,4.97,0.12,25
ERN00000223,DRV00004,2025,7,July,107,3254.13,554.97,249.65,157.97,875.95,525.57,2815.2,156.3,3.95,0.05,24
ERN00000224,DRV00004,2025,8,August,85,2448.18,326.4,574.46,225.8,755.66,453.4,2365.78,125,4.77,0.11,30
ERN00000225,DRV00004,2025,9,September,235,8111.86,837.16,817.36,561.1,2232.3,1339.38,6755.8,324.6,3.97,0.09,12
ERN00000226,DRV00004,2025,10,October,25,857.59,50.43,80.51,115.84,234.53,140.72,729.12,34.5,4.32,0.12,24
ERN00000227,DRV00004,2025,11,November,295,8837.54,925.58,2130.11,795.2,2741.91,1645.15,8301.37,254.9,4.62,0.15,13
ERN00000228,DRV00004,2025,12,December,294,11954.36,740.04,2611.99,1122.69,3641.59,2184.95,10602.54,346.2,4.42,0.08,28
ERN00000229,DRV00005,2020,1,January,269,9172.15,626.54,763.37,503.39,2483.88,1490.33,7091.24,313.2,3.83,0.14,20
ERN00000230,DRV00005,2020,2,February,265,7465.51,1472.1,1367.74,1273.63,2208.31,1324.99,8045.68,376.3,4.35,0.07,18
ERN00000231,DRV00005,2020,3,March,236,6299.99,879.27,1227.36,328.23,1881.84,1129.1,5723.91,337.4,4.77,0.12,30
ERN00000232,DRV00005,2020,4,April,218,4320.44,657.11,216.49,30.47,1134.23,680.54,3409.74,250.8,4.66,0.06,14
ERN00000233,DRV00005,2020,5,May,112,2507.19,163.97,569.57,555.76,769.19,461.51,2565.79,94.9,4.34,0.13,11
ERN00000234,DRV00005,2020,6,June,22,784.11,143.68,192.19,25.36,244.07,146.44,754.83,19.6,4.37,0.15,14
ERN00000235,DRV00005,2020,7,July,110,3862.26,736.39,870,88.17,1183.07,709.84,3663.91,142.1,4.46,0.13,22
ERN00000236,DRV00005,2020,8,August,239,6521.95,796.4,537.64,1012.29,1764.9,1058.94,6044.44,333.4,4.88,0.1,19
ERN00000237,DRV00005,2020,9,September,254,8669.04,1628.8,557.77,125.96,2306.7,1384.02,7290.85,299.6,4.13,0.09,10
ERN00000238,DRV00005,2020,10,October,269,6757.75,640.4,1550.08,1168.17,2076.96,1246.17,6793.27,356.5,4.24,0.02,14
ERN00000239,DRV00005,2020,11,November,262,5735.83,384.75,1049.1,616.68,1696.23,1017.74,5072.39,262.4,3.97,0.04,24
ERN00000240,DRV00005,2020,12,December,240,8933.53,542.29,1874.95,883.99,2702.12,1621.27,7911.37,298.2,4.48,0.1,26
ERN00000241,DRV00005,2021,1,January,159,3496.48,215.65,258.87,137.8,938.84,563.3,2606.66,139.5,4,0.12,20
ERN00000242,DRV00005,2021,2,February,277,10406.2,1681.64,1324.81,823.64,2932.75,1759.65,9543.89,344,4.35,0.09,22
ERN00000243,DRV00005,2021,3,March,39,1149.46,114.49,158.08,75.92,326.88,196.13,974.94,45.9,3.93,0.08,25
ERN00000244,DRV00005,2021,4,April,129,3031.48,259.53,520.4,142.83,887.97,532.78,2533.49,178.6,4.48,0.08,19
ERN00000245,DRV00005,2021,5,May,92,3477.46,481.51,846.86,87.22,1081.08,648.65,3163.32,83,4.56,0.05,25
ERN00000246,DRV00005,2021,6,June,50,1179.92,214.61,97.21,238.86,319.28,191.57,1219.75,49.1,4.41,0.12,23
ERN00000247,DRV00005,2021,7,July,43,1566.69,198.09,128.73,17.94,423.86,254.31,1233.28,41.8,4.68,0.06,14
ERN00000248,DRV00005,2021,8,August,24,908.03,105.69,47.69,49.94,238.93,143.36,729.06,23.9,4.16,0.14,24
ERN00000249,DRV00005,2021,9,September,65,1421.84,120.52,122.68,19.89,386.13,231.68,1067.12,62.3,3.86,0.14,19
ERN00000250,DRV00005,2021,10,October,184,4734.59,576.9,1022.39,168.44,1439.25,863.55,4199.52,156,4.19,0.06,18
ERN00000251,DRV00005,2021,11,November,195,4017.94,780.86,640.66,483.29,1164.65,698.79,4059.31,226.1,4,0.07,28
ERN00000252,DRV00005,2021,12,December,122,3828.94,233.75,690.79,445.65,1129.93,677.96,3391.24,105.7,3.9,0.12,30
ERN00000253,DRV00005,2022,1,January,167,5025.45,777.37,623.46,718.74,1412.23,847.34,4885.45,167.4,4.76,0.12,20
ERN00000254,DRV00005,2022,2,February,115,2243.05,383.1,260.64,534.03,625.92,375.55,2419.35,150,3.81,0.14,13
ERN00000255,DRV00005,2022,3,March,190,6625.08,932.18,1453.58,381.56,2019.66,1211.8,6160.94,241,4.66,0.14,10
ERN00000256,DRV00005,2022,4,April,65,1510.02,236.05,78.3,217.69,397.08,238.25,1406.73,58.2,4.76,0.03,20
ERN00000257,DRV00005,2022,5,May,270,11296.69,1663.7,1713.76,415.86,3252.61,1951.57,9885.83,302.2,4.67,0.06,27
ERN00000258,DRV00005,2022,6,June,56,2363.06,302.67,279.58,20.62,660.66,396.4,1908.87,62.6,4.48,0.06,10
ERN00000259,DRV00005,2022,7,July,197,6218.23,1022.8,1197.47,781.38,1853.92,1112.36,6253.6,261.7,4.13,0.03,23
ERN00000260,DRV00005,2022,8,August,80,2296.62,292.37,260.25,340.48,639.22,383.53,2166.97,69.5,4.49,0.08,15
ERN00000261,DRV00005,2022,9,September,237,5702.62,955.45,906.13,1025.09,1652.19,991.31,5945.79,281.5,4.93,0.12,24
ERN00000262,DRV00005,2022,10,October,245,7603.82,1341.91,1234.19,967.81,2209.5,1325.7,7612.53,214.5,4.89,0.12,20
ERN00000263,DRV00005,2022,11,November,32,828.23,126.97,151.63,65.02,244.97,146.98,779.9,34.3,3.84,0.14,12
ERN00000264,DRV00005,2022,12,December,76,2535.4,424.8,509.03,156.87,761.11,456.66,2408.33,89.6,4.67,0.11,11
ERN00000265,DRV00005,2023,1,January,244,6607.45,632.25,1443.49,351.05,2012.73,1207.64,5813.87,317.7,4.94,0.14,24
ERN00000266,DRV00005,2023,2,February,21,836.51,109.03,108.35,30.62,236.22,141.73,706.56,29.5,3.87,0.08,24
ERN00000267,DRV00005,2023,3,March,292,10448.87,1835.68,1817.22,176.41,3066.52,1839.91,9371.75,328.6,4.17,0.06,23
ERN00000268,DRV00005,2023,4,April,102,3077.93,553.81,738.56,441.84,954.12,572.47,3285.55,143.7,4.45,0.04,28
ERN00000269,DRV00005,2023,5,May,148,6197.89,746.55,354.55,258.91,1638.11,982.87,4936.92,133.8,4.19,0.11,19
ERN00000270,DRV00005,2023,6,June,131,5292.61,822.96,1232.85,599.59,1631.36,978.82,5337.83,112.6,4.5,0.14,20
ERN00000271,DRV00005,2023,7,July,111,2734.46,469.52,549.35,545.35,820.95,492.57,2985.16,163,4.15,0.03,29
ERN00000272,DRV00005,2023,8,August,211,9384.26,1578.79,1112.74,990.01,2624.25,1574.55,8867,218.8,4.46,0.13,11
ERN00000273,DRV00005,2023,9,September,209,6092.15,1121.13,527.52,50.92,1654.92,992.95,5143.85,260.2,4.46,0.14,21
ERN00000274,DRV00005,2023,10,October,105,4709,480.24,552.98,57.7,1315.49,789.3,3695.13,125.1,3.92,0.12,21
ERN00000275,DRV00005,2023,11,November,271,11159.67,1042.27,1285.79,52.07,3111.36,1866.82,8561.62,386.7,4.88,0.05,20
ERN00000276,DRV00005,2023,12,December,75,3164.75,567.1,392.84,106.97,889.4,533.64,2808.62,75.7,4.41,0.13,30
ERN00000277,DRV00005,2024,1,January,286,7851.05,993.09,901.77,300.06,2188.2,1312.92,6544.85,293.4,4.37,0.09,14
ERN00000278,DRV00005,2024,2,February,53,1349.3,140.88,168.28,79.77,379.39,227.64,1131.2,64.4,3.91,0.02,27
ERN00000279,DRV00005,2024,3,March,138,5326.65,436.7,1033.44,229.89,1590.02,954.01,4482.65,169.4,4.4,0.06,15
ERN00000280,DRV00005,2024,4,April,54,1508.45,96.29,209.99,29.85,429.61,257.77,1157.2,60.6,4.87,0.07,30
ERN00000281,DRV00005,2024,5,May,157,3344.43,333.61,638.49,315.41,995.73,597.44,3038.77,151.7,4.87,0.15,20
ERN00000282,DRV00005,2024,6,June,214,5480.91,815.21,1250.82,279.64,1682.93,1009.76,5133.89,232,4.03,0.06,13
ERN00000283,DRV00005,2024,7,July,203,7466.16,644.53,885.58,79.98,2087.93,1252.76,5735.56,175.7,4.49,0.13,15
ERN00000284,DRV00005,2024,8,August,65,2642.89,428.57,553.17,29.11,799.01,479.41,2375.32,52.8,4.47,0.12,17
ERN00000285,DRV00005,2024,9,September,40,1098.45,213.5,86.17,22.24,296.16,177.69,946.51,40.7,4.85,0.09,25
ERN00000286,DRV00005,2024,10,October,27,886.66,118.25,118.48,26.46,251.28,150.77,747.8,29.8,4.98,0.14,28
ERN00000287,DRV00005,2024,11,November,150,3449.49,477.55,826.06,202.6,1068.89,641.33,3245.48,165.1,4.63,0.07,10
ERN00000288,DRV00005,2024,12,December,252,4995.19,964.46,685.69,330.61,1420.22,852.13,4703.6,335.7,4.08,0.05,17
ERN00000289,DRV00005,2025,1,January,198,6125.68,785.95,1415.21,543.95,1885.22,1131.13,5854.44,295.9,4.27,0.06,16
ERN00000290,DRV00005,2025,2,February,212,6589.87,1230.81,878.87,285.8,1867.18,1120.31,5997.86,249,4.72,0.11,12
ERN00000291,DRV00005,2025,3,March,73,1578.67,256.74,214.5,153.38,448.29,268.98,1486.02,65,4.1,0.1,28
ERN00000292,DRV00005,2025,4,April,124,4752.08,726.35,1167.9,542.91,1479.99,888,4821.25,101.1,4.9,0.06,28
ERN00000293,DRV00005,2025,5,May,166,5324.44,360.58,742.82,708.13,1516.81,910.09,4709.07,196.1,3.82,0.08,20
ERN00000294,DRV00005,2025,6,June,83,2864.08,303.75,610.72,172.19,868.7,521.22,2560.82,75.1,4.8,0.07,12
ERN00000295,DRV00005,2025,7,July,136,5205.13,263.55,520.14,511.26,1431.32,858.79,4209.97,136.3,4.51,0.04,17
ERN00000296,DRV00005,2025,8,August,125,5145.54,495.46,363.56,505.95,1377.28,826.37,4306.86,143.5,4.67,0.02,28
ERN00000297,DRV00005,2025,9,September,158,4232.64,810.99,676.97,356.47,1227.4,736.44,4113.23,186.4,4.63,0.07,26
ERN00000298,DRV00005,2025,10,October,109,4612.79,529.97,515.68,95.9,1282.12,769.27,3702.95,152.1,4.24,0.03,22
ERN00000299,DRV00005,2025,11,November,46,1291.53,137.88,105.22,77.41,349.19,209.51,1053.34,57.7,4.19,0.03,29
ERN00000300,DRV00005,2025,12,December,22,627.64,44.74,141.75,81.27,192.35,115.41,587.64,21.6,4.67,0.05,26
ERN00000301,DRV00006,2023,9,September,140,3542.58,449.1,246.96,226.87,947.38,568.43,2949.7,142.1,3.82,0.1,29
ERN00000302,DRV00006,2023,10,October,66,1913.99,299.62,435.04,317.34,587.26,352.35,2026.38,65.8,4.52,0.14,12
ERN00000303,DRV00006,2023,11,November,59,1293.76,169.86,89.05,256.45,345.7,207.42,1256,74.2,3.81,0.1,16
ERN00000304,DRV00006,2023,12,December,41,747.03,69.53,80.62,84.39,206.91,124.15,650.51,59.4,4.86,0.12,30
ERN00000305,DRV00006,2024,1,January,261,5686.79,588.02,693.19,525.25,1594.99,957,4941.26,261.1,3.87,0.04,30
ERN00000306,DRV00006,2024,2,February,209,7020.07,405.99,977.47,643.61,1999.38,1199.63,5848.13,265.5,4.18,0.05,20
ERN00000307,DRV00006,2024,3,March,217,6304.24,1018.97,550.25,1013.23,1713.62,1028.17,6144.9,281.1,4.54,0.07,21
ERN00000308,DRV00006,2024,4,April,287,9074.36,865.17,738.59,317.58,2453.24,1471.94,7070.52,284.9,3.94,0.07,13
ERN00000309,DRV00006,2024,5,May,137,2841.28,506.34,490.7,100.41,833,499.8,2605.93,124.4,4.98,0.13,18
ERN00000310,DRV00006,2024,6,June,74,2665.86,142.49,347.02,165.97,753.22,451.93,2116.19,87.7,4.16,0.1,22
ERN00000311,DRV00006,2024,7,July,28,635.12,98.26,36.22,123.22,167.84,100.7,624.28,39.7,4.69,0.08,26
ERN00000312,DRV00006,2024,8,August,224,9944.26,686.76,595.21,970.15,2634.87,1580.92,7980.59,325.1,4.25,0.03,13
ERN00000313,DRV00006,2024,9,September,245,9636.01,1123.12,1590.37,397.82,2806.6,1683.96,8256.76,277.6,3.97,0.03,30
ERN00000314,DRV00006,2024,10,October,160,4235.39,555.37,335.15,295.25,1142.63,685.58,3592.95,234.3,4.47,0.11,18
ERN00000315,DRV00006,2024,11,November,140,2951.06,493.7,454.9,2.45,851.49,510.89,2539.73,118.8,4.49,0.03,18
ERN00000316,DRV00006,2024,12,December,278,7763.53,1331.21,655.56,395.24,2104.77,1262.86,6777.91,405,4.06,0.14,12
ERN00000317,DRV00006,2025,1,January,100,3615.93,192.78,596.01,67.33,1052.98,631.79,2787.28,114.4,4.38,0.11,27
ERN00000318,DRV00006,2025,2,February,293,11983.42,1740.12,2320.34,220.92,3575.94,2145.56,10543.3,341.8,4.7,0.09,21
ERN00000319,DRV00006,2025,3,March,50,1756.01,189.39,153.28,245.78,477.32,286.39,1580.75,41.6,3.97,0.15,19
ERN00000320,DRV00006,2025,4,April,277,8636.08,1357.52,503.96,260.58,2285.01,1371.01,7102.12,238.3,4.72,0.14,12
ERN00000321,DRV00006,2025,5,May,216,8216.29,778.48,863.79,800.17,2270.02,1362.01,7026.7,274.6,4.61,0.03,29
ERN00000322,DRV00006,2025,6,June,148,3197.67,231.76,554.33,507.66,938,562.8,2990.62,211.8,4.82,0.13,22
ERN00000323,DRV00006,2025,7,July,249,4594.66,722.14,359.77,740.29,1238.61,743.16,4435.09,354.7,4.41,0.11,29
ERN00000324,DRV00006,2025,8,August,80,1448.51,124.15,276.68,324.23,431.3,258.78,1483.49,70,3.8,0.08,19
ERN00000325,DRV00006,2025,9,September,237,6950.07,590.01,1567.3,999.01,2129.34,1277.61,6699.44,198.3,4.65,0.1,18
ERN00000326,DRV00006,2025,10,October,149,6664.71,656.94,1346.3,743.58,2002.75,1201.65,6207.13,152.3,5,0.07,30
ERN00000327,DRV00006,2025,11,November,207,6143.35,556.9,1202.32,778.2,1836.42,1101.85,5742.5,268.7,4.5,0.15,29
ERN00000328,DRV00006,2025,12,December,129,3443.45,657.44,518.05,535.21,990.38,594.23,3569.54,120.9,4.19,0.11,17
ERN00000329,DRV00007,2021,4,April,157,6268.56,993.65,979.52,85.11,1812.02,1087.21,5427.61,141.9,4.16,0.07,23
ERN00000330,DRV00007,2021,5,May,149,3101.62,408.63,689.54,286.03,947.79,568.67,2969.36,142.2,4.53,0.12,11
ERN00000331,DRV00007,2021,6,June,196,4716.6,757.85,248.95,597.49,1241.39,744.83,4334.67,229.8,4.68,0.14,29
ERN00000332,DRV00007,2021,7,July,226,4930.97,706.34,875.29,1123.11,1451.57,870.94,5313.2,253.4,4.23,0.08,14
ERN00000333,DRV00007,2021,8,August,274,5892.68,1041.06,1093.32,1280.39,1746.5,1047.9,6513.05,312.7,4.47,0.11,29
ERN00000334,DRV00007,2021,9,September,27,835.56,119,148.82,70.47,246.09,147.66,780.1,28.3,4.78,0.12,14
ERN00000335,DRV00007,2021,10,October,66,1615.11,191.66,115.12,186.98,432.56,259.53,1416.78,69.5,4.17,0.07,29
ERN00000336,DRV00007,2021,11,November,206,8183.99,914.27,688.71,921.25,2218.18,1330.9,7159.14,259.2,4.51,0.04,21
ERN00000337,DRV00007,2021,12,December,188,5604.43,467.28,1289.47,322.76,1723.48,1034.09,4926.37,196.1,4.09,0.14,11
ERN00000338,DRV00007,2022,1,January,267,5034.98,411.67,481.73,266.35,1379.18,827.51,3988.04,379.5,4.01,0.04,23
ERN00000339,DRV00007,2022,2,February,86,2529.11,203.82,482.87,0.4,753,451.8,2011.4,85.4,4.24,0.05,24
ERN00000340,DRV00007,2022,3,March,128,3284.39,434.98,722.73,347.56,1001.78,601.07,3186.81,122,4.72,0.12,11
ERN00000341,DRV00007,2022,4,April,267,7304.23,1265.4,575.05,831.63,1969.82,1181.89,6824.6,289.8,4.93,0.04,26
ERN00000342,DRV00007,2022,5,May,193,3982.28,566.98,987.63,51.35,1242.48,745.49,3600.27,211.6,3.94,0.03,22
ERN00000343,DRV00007,2022,6,June,285,7339.57,1450.35,797.27,115.25,2034.21,1220.53,6447.7,331.5,4.56,0.15,30
ERN00000344,DRV00007,2022,7,July,83,3707.14,599.14,355.53,236.92,1015.67,609.4,3273.66,96.1,4.37,0.12,11
ERN00000345,DRV00007,2022,8,August,40,1023.35,131.12,240.38,122.31,315.93,189.56,1011.67,39.1,4.35,0.15,30
ERN00000346,DRV00007,2022,9,September,292,10775.65,2145.01,1343.5,294.1,3029.79,1817.87,9710.6,380.4,4.34,0.14,17
ERN00000347,DRV00007,2022,10,October,267,11380.67,1881.2,1088.12,1077.6,3117.2,1870.32,10440.07,215.6,4.73,0.12,17
ERN00000348,DRV00007,2022,11,November,214,8735.05,653.67,1934.32,532.66,2667.34,1600.41,7587.95,301,4.52,0.03,29
ERN00000349,DRV00007,2022,12,December,145,6233.17,755.24,1128.25,139.89,1840.36,1104.21,5311.98,183.7,4.02,0.07,10
ERN00000350,DRV00007,2023,1,January,95,3442.05,246.37,222.18,120.71,916.06,549.63,2565.62,93.6,4.05,0.15,18
ERN00000351,DRV00007,2023,2,February,44,1082.78,190.33,131.5,103.7,303.57,182.14,1022.6,55.1,4.84,0.13,22
ERN00000352,DRV00007,2023,3,March,178,7470.38,1146.59,1818.72,359.41,2322.28,1393.37,7079.45,251.1,4.32,0.06,22
ERN00000353,DRV00007,2023,4,April,116,2108.84,352.49,304.02,317.71,603.22,361.93,2117.91,118.7,4.56,0.03,18
ERN00000354,DRV00007,2023,5,May,152,5357.26,633.65,1320.66,444.4,1669.48,1001.69,5084.8,152.1,4.01,0.06,14
ERN00000355,DRV00007,2023,6,June,217,7741.24,780.85,902.91,893.94,2161.04,1296.62,6861.28,241.6,4.99,0.11,13
ERN00000356,DRV00007,2023,7,July,24,635.93,51.14,86.47,85.52,180.6,108.36,570.1,20.9,4.9,0.08,18
ERN00000357,DRV00007,2023,8,August,246,8349.62,1628.51,1119.4,1154.79,2367.26,1420.35,8464.71,355.1,3.83,0.09,21
ERN00000358,DRV00007,2023,9,September,263,11426.5,2068.08,1796.03,252.87,3305.63,1983.38,10254.47,390.4,4.53,0.03,29
ERN00000359,DRV00007,2023,10,October,171,6233.96,946.49,1405.09,154.96,1909.76,1145.86,5684.88,230.4,4.44,0.06,19
ERN00000360,DRV00007,2023,11,November,118,4998.88,871.34,294.42,44.99,1323.33,794,4092.3,128.6,4.54,0.09,11
ERN00000361,DRV00007,2023,12,December,115,2145.29,155.82,260.01,41.48,601.33,360.8,1640.47,98.9,4.39,0.07,24
ERN00000362,DRV00007,2024,1,January,85,2407.15,191.54,180.15,231.11,646.83,388.1,1975.02,84.1,4.71,0.11,18
ERN00000363,DRV00007,2024,2,February,60,1570.11,127.49,348.23,96.35,479.58,287.75,1374.85,70.9,4.08,0.15,27
ERN00000364,DRV00007,2024,3,March,170,5835.43,359.76,988.89,645.34,1706.08,1023.65,5099.69,224.3,3.99,0.14,28
ERN00000365,DRV00007,2024,4,April,297,11564.49,1137.25,2764.01,398,3582.12,2149.28,10132.35,376.8,4.73,0.1,13
ERN00000366,DRV00007,2024,5,May,141,4742.6,695.33,451.42,326.71,1298.51,779.1,4138.45,163.3,4.16,0.13,24
ERN00000367,DRV00007,2024,6,June,73,1900.49,325.84,300.43,105.39,550.23,330.14,1751.78,106.5,4.85,0.04,16
ERN00000368,DRV00007,2024,7,July,87,3162.53,562.38,697.89,259.25,965.11,579.06,3137.88,96.4,3.81,0.11,23
ERN00000369,DRV00007,2024,8,August,55,2263.43,388.87,361.34,153.35,656.19,393.72,2117.08,72.6,4.5,0.07,18
ERN00000370,DRV00007,2024,9,September,142,3854.28,323.14,428.17,295.32,1070.61,642.37,3187.93,209.4,3.91,0.13,30
ERN00000371,DRV00007,2024,10,October,67,1623.14,261.67,336.1,24.53,489.81,293.89,1461.74,67.1,4.1,0.08,14
ERN00000372,DRV00007,2024,11,November,57,1044.8,81.58,159.44,130,301.06,180.64,934.12,55.4,4.62,0.12,23
ERN00000373,DRV00007,2024,12,December,207,8099.04,631.34,548.18,634.35,2161.8,1297.08,6454.03,272.5,4.38,0.09,27
ERN00000374,DRV00007,2025,1,January,92,2736.57,521.21,264.33,452.6,750.23,450.13,2774.35,97.4,4.26,0.07,13
ERN00000375,DRV00007,2025,2,February,161,6136.02,1151.51,1394.56,335.35,1882.64,1129.59,6005.21,192.8,4.68,0.07,24
ERN00000376,DRV00007,2025,3,March,63,1775.44,126.24,375.19,313.72,537.66,322.59,1730.34,89.1,4.98,0.14,25
ERN00000377,DRV00007,2025,4,April,153,4429.2,623.71,577,337.52,1251.55,750.93,3964.95,206.4,4.11,0.03,29
ERN00000378,DRV00007,2025,5,May,184,7941.17,736.49,775.53,559.51,2179.18,1307.51,6526.01,220.2,4.11,0.07,23
ERN00000379,DRV00007,2025,6,June,291,5608.97,771.96,1295.45,1166.66,1726.11,1035.66,6081.27,361,3.94,0.03,25
ERN00000380,DRV00007,2025,7,July,297,7317.14,472.67,1105.84,822.17,2105.74,1263.45,6348.63,363,4.04,0.1,20
ERN00000381,DRV00007,2025,8,August,63,2447.63,149.71,224.74,207.29,668.09,400.86,1960.42,75.3,4.08,0.04,15
ERN00000382,DRV00007,2025,9,September,269,8368.27,733.84,941.67,64.74,2327.49,1396.49,6384.54,240.1,4.28,0.07,12
ERN00000383,DRV00007,2025,10,October,26,481.37,32.64,114.99,108.69,149.09,89.45,499.15,21.6,4.15,0.08,25
ERN00000384,DRV00007,2025,11,November,62,1675.87,134.47,112.21,116.2,447.02,268.21,1323.52,53.5,4.82,0.11,19
ERN00000385,DRV00007,2025,12,December,31,988.54,126.34,49.76,143.75,259.57,155.74,893.08,28.8,4.88,0.04,26
ERN00000386,DRV00008,2020,1,January,292,13042.18,774.79,1550.71,1170.93,3648.22,2188.93,10701.46,269.2,3.91,0.11,26
ERN00000387,DRV00008,2020,2,February,227,9814.09,1491.3,2209.64,924.81,3005.93,1803.56,9630.35,288.6,4.63,0.07,22
ERN00000388,DRV00008,2020,3,March,159,5648.74,652,1391.46,715.78,1760.05,1056.03,5591.9,130.6,4.77,0.14,18
ERN00000389,DRV00008,2020,4,April,73,1336.18,235,321.27,14.33,414.36,248.62,1243.8,80.2,3.81,0.06,23
ERN00000390,DRV00008,2020,5,May,252,5379.08,358.47,1131.61,1252.84,1627.67,976.6,5517.73,356.9,4.66,0.08,30
ERN00000391,DRV00008,2020,6,June,129,3879.81,418,921.12,165.87,1200.23,720.14,3464.43,138.8,4.26,0.1,27
ERN00000392,DRV00008,2020,7,July,176,7860.63,1152.09,1670.03,523.75,2382.66,1429.6,7394.24,182.4,3.89,0.13,17
ERN00000393,DRV00008,2020,8,August,85,1923.26,171.49,388.93,224.72,578.05,346.83,1783.52,98.5,4.36,0.03,22
ERN00000394,DRV00008,2020,9,September,216,7886.1,669.52,1581.89,821.75,2367,1420.2,7172.06,296.3,4.31,0.06,28
ERN00000395,DRV00008,2020,10,October,275,10623.87,1371.62,1939.89,950.25,3140.94,1884.56,9860.13,316.5,3.86,0.12,30
ERN00000396,DRV00008,2020,11,November,138,2754.46,426.73,448.89,355.07,800.84,480.5,2703.81,161.2,3.8,0.07,26
ERN00000397,DRV00008,2020,12,December,143,4809.34,693.54,391.68,467.62,1300.26,780.15,4281.77,169.7,4.18,0.12,13
ERN00000398,DRV00008,2021,1,January,188,5352.27,739.32,653.14,432.46,1501.35,900.81,4775.03,160.9,4.73,0.14,10
ERN00000399,DRV00008,2021,2,February,152,3905.75,391.81,944.4,415.27,1212.54,727.52,3717.17,214.6,3.97,0.08,29
ERN00000400,DRV00008,2021,3,March,52,1676.89,268.61,130.9,168.24,451.95,271.17,1521.52,57,4.1,0.11,30
ERN00000401,DRV00008,2021,4,April,34,1359.73,232.91,304.46,84.73,416.05,249.63,1316.15,32.2,4,0.03,12
ERN00000402,DRV00008,2021,5,May,287,12479.23,1581.92,735.01,1198.28,3303.56,1982.14,10708.74,318.4,3.97,0.03,15
ERN00000403,DRV00008,2021,6,June,146,5870.63,887.24,510.5,495.16,1595.28,957.17,5211.08,160.9,4.24,0.05,18
ERN00000404,DRV00008,2021,7,July,149,5912.24,638.71,996.48,339.4,1727.18,1036.31,5123.34,176.8,4.45,0.03,13
ERN00000405,DRV00008,2021,8,August,122,5437.78,984.86,488.34,122.8,1481.53,888.92,4663.33,118.1,4.36,0.15,11
ERN00000406,DRV00008,2021,9,September,281,12489.36,2163.35,2772.12,658.99,3815.37,2289.22,11979.23,225.2,4.26,0.04,12
ERN00000407,DRV00008,2021,10,October,259,7106.19,830.69,861.82,646.54,1992,1195.2,6258.04,287.8,4.66,0.11,26
ERN00000408,DRV00008,2021,11,November,287,12314.26,2033.13,2032.9,420.44,3586.79,2152.07,11061.87,374.1,4.79,0.04,17
